room_type_Entire home/apt,neighbourhood_group_cleansed_Manhattan,accommodates,bathroom_type_baths,bedrooms,bathroom_type_shared,bedrooms_per_accommodates,review_scores_location,gym,room_type_Private room
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.85,0.0,1.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.4,0.0,0.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,4.86,0.0,1.0
1.0,1.0,5.0,0.0,2.0,0.0,0.4,4.7494104477611945,0.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.92,0.0,1.0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.9,0.0,1.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.79,0.0,0.0
1.0,0.0,4.0,1.0,2.0,0.0,0.5,4.99,0.0,0.0
1.0,0.0,5.0,1.0,3.0,0.0,0.6,5.0,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
1.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.75,1.0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,1.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,1.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.33,0.0,1.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.88,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
1.0,0.0,2.0,0.0,5.0,0.0,2.5,5.0,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.45,0.0,0.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,5.0,0.0,0.0
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.94,1.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.79,0.0,0.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.7494104477611945,0.0,1.0
1.0,0.0,5.0,1.0,3.0,0.0,0.6,4.7494104477611945,0.0,0.0
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.16,0.0,0.0
1.0,0.0,2.0,0.0,2.0,0.0,1.0,4.69,0.0,0.0
1.0,0.0,6.0,0.0,3.0,0.0,0.5,4.74,0.0,0.0
1.0,0.0,4.0,0.0,2.0,0.0,0.5,3.94,0.0,0.0
1.0,1.0,4.0,0.0,2.0,0.0,0.5,5.0,0.0,0.0
1.0,0.0,2.0,0.0,2.0,0.0,1.0,4.7494104477611945,0.0,0.0
0.0,1.0,2.0,1.0,1.0,0.0,0.5,4.5,0.0,1.0
1.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.33,0.0,0.0
1.0,1.0,6.0,1.0,3.0,0.0,0.5,4.83,1.0,0.0
1.0,0.0,3.0,1.0,5.0,0.0,1.6666666666666667,4.73,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.76,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.0,0.0,0.0
1.0,0.0,6.0,1.0,3.0,0.0,0.5,4.7494104477611945,0.0,0.0
1.0,1.0,4.0,0.0,1.0,0.0,0.25,5.0,0.0,0.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.93,0.0,0.0
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.94,0.0,0.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.9,0.0,1.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.72,0.0,1.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.92,0.0,0.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.47,0.0,1.0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.75,0.0,0.0
1.0,0.0,6.0,1.0,3.0,0.0,0.5,4.67,0.0,0.0
0.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.89,0.0,1.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.67,0.0,0.0
1.0,1.0,4.0,0.0,2.0,0.0,0.5,5.0,0.0,0.0
0.0,0.0,4.0,0.0,5.0,0.0,1.25,4.89,0.0,0.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.4,0.0,1.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,5.0,0.0,0.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,0.0,1.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,1.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.88,0.0,0.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,0.0,1.0
1.0,0.0,4.0,1.0,3.0,0.0,0.75,4.89,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.98,0.0,0.0
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.65,0.0,0.0
1.0,0.0,4.0,0.0,2.0,0.0,0.5,5.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.7494104477611945,1.0,1.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.69,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.91,0.0,0.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.7494104477611945,0.0,1.0
1.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.63,0.0,0.0
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.0,0.0,0.0
1.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.7494104477611945,0.0,0.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.59,0.0,1.0
0.0,1.0,2.0,0.0,3.0,1.0,1.5,4.23,0.0,1.0
1.0,0.0,5.0,1.0,3.0,0.0,0.6,4.0,0.0,0.0
1.0,1.0,4.0,1.0,2.0,0.0,0.5,5.0,0.0,0.0
1.0,0.0,4.0,1.0,2.0,0.0,0.5,4.7494104477611945,0.0,0.0
1.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.83,0.0,0.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.03,0.0,1.0
0.0,1.0,7.0,0.0,5.0,1.0,0.7142857142857143,4.79,0.0,1.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.5,0.0,0.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,1.0,1.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.51,0.0,0.0
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.7494104477611945,0.0,0.0
1.0,0.0,5.0,1.0,2.0,0.0,0.4,4.95,0.0,0.0
1.0,0.0,5.0,1.0,3.0,0.0,0.6,4.93,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.7494104477611945,0.0,1.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.86,0.0,0.0
1.0,0.0,4.0,1.0,2.0,0.0,0.5,4.89,0.0,0.0
1.0,1.0,4.0,0.0,5.0,0.0,1.25,4.7494104477611945,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
1.0,1.0,4.0,0.0,2.0,0.0,0.5,4.85,0.0,0.0
1.0,0.0,4.0,0.0,3.0,0.0,0.75,4.69,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.6,0.0,0.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,1.0
1.0,0.0,4.0,0.0,2.0,0.0,0.5,4.5,0.0,0.0
1.0,0.0,5.0,1.0,2.0,0.0,0.4,4.9,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.75,0.0,0.0
1.0,0.0,4.0,0.0,2.0,0.0,0.5,4.7494104477611945,0.0,0.0
1.0,1.0,4.0,0.0,1.0,0.0,0.25,4.89,0.0,0.0
1.0,0.0,3.0,0.0,5.0,0.0,1.6666666666666667,4.83,0.0,0.0
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.7494104477611945,0.0,0.0
1.0,1.0,5.0,0.0,3.0,0.0,0.6,4.7494104477611945,0.0,0.0
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,5.0,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.48,0.0,0.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,4.33,0.0,1.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,0.0,0.0
1.0,0.0,4.0,1.0,2.0,0.0,0.5,5.0,0.0,0.0
0.0,0.0,3.0,0.0,1.0,1.0,0.3333333333333333,4.88,0.0,1.0
1.0,1.0,4.0,0.0,2.0,0.0,0.5,4.0,0.0,0.0
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.73,0.0,0.0
1.0,1.0,6.0,1.0,3.0,0.0,0.5,3.79,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.95,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,0.0,0.0
1.0,1.0,4.0,0.0,2.0,0.0,0.5,4.0,0.0,0.0
0.0,0.0,2.0,0.0,3.0,1.0,1.5,4.54,0.0,1.0
1.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.84,0.0,0.0
1.0,1.0,4.0,0.0,1.0,0.0,0.25,4.7494104477611945,0.0,0.0
1.0,1.0,4.0,0.0,1.0,0.0,0.25,4.67,1.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.7494104477611945,0.0,1.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.29,0.0,1.0
1.0,0.0,7.0,0.0,3.0,0.0,0.42857142857142855,4.62,0.0,0.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.81,0.0,0.0
1.0,0.0,4.0,0.0,3.0,0.0,0.75,4.95,0.0,0.0
1.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.61,0.0,0.0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.84,0.0,1.0
1.0,1.0,4.0,0.0,1.0,0.0,0.25,4.33,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.5,0.0,1.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,4.3,0.0,1.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,1.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,3.82,0.0,1.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.64,0.0,0.0
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.6,0.0,0.0
1.0,0.0,2.0,0.0,2.0,0.0,1.0,4.8,0.0,0.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,0.0,1.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,4.8,1.0,1.0
1.0,0.0,4.0,1.0,2.0,0.0,0.5,4.54,0.0,0.0
1.0,0.0,6.0,0.0,2.0,0.0,0.3333333333333333,5.0,1.0,0.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,4.38,0.0,1.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.77,0.0,0.0
1.0,0.0,2.0,0.0,2.0,0.0,1.0,4.75,0.0,0.0
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.86,0.0,0.0
1.0,1.0,4.0,0.0,1.0,0.0,0.25,4.78,0.0,0.0
1.0,0.0,6.0,0.0,2.0,0.0,0.3333333333333333,4.54,0.0,0.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.57,0.0,1.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.56,0.0,0.0
1.0,1.0,4.0,1.0,2.0,0.0,0.5,4.85,0.0,0.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.66,0.0,1.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,1.0
1.0,0.0,7.0,1.0,5.0,0.0,0.7142857142857143,4.57,0.0,0.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,0.0,1.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.88,0.0,1.0
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.82,0.0,0.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.67,0.0,0.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.91,0.0,0.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.84,0.0,1.0
1.0,0.0,6.0,0.0,2.0,0.0,0.3333333333333333,4.92,0.0,0.0
0.0,0.0,2.0,0.0,2.0,1.0,1.0,4.7494104477611945,0.0,1.0
1.0,0.0,6.0,1.0,2.0,0.0,0.3333333333333333,4.67,0.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.39,0.0,1.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.0,0.0,1.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.7,0.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,5.0,0.0,1.0
1.0,0.0,2.0,0.0,2.0,0.0,1.0,4.96,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
1.0,1.0,3.0,0.0,5.0,0.0,1.6666666666666667,4.99,0.0,0.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,0.0,1.0
1.0,1.0,2.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0
1.0,0.0,5.0,0.0,3.0,0.0,0.6,4.86,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.7494104477611945,0.0,1.0
1.0,0.0,2.0,0.0,5.0,0.0,2.5,4.7494104477611945,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.33,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,0.0,0.0
0.0,0.0,4.0,1.0,1.0,0.0,0.25,4.72,0.0,1.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.37,0.0,0.0
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.75,0.0,0.0
1.0,1.0,4.0,0.0,1.0,0.0,0.25,5.0,0.0,0.0
1.0,1.0,6.0,1.0,2.0,0.0,0.3333333333333333,4.6,0.0,0.0
1.0,1.0,7.0,0.0,2.0,0.0,0.2857142857142857,4.7494104477611945,0.0,0.0
1.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,5.0,0.0,0.0
1.0,0.0,7.0,1.0,4.0,0.0,0.5714285714285714,4.86,0.0,0.0
1.0,1.0,4.0,0.0,5.0,0.0,1.25,4.75,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.94,0.0,0.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,5.0,0.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.11,0.0,1.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,1.0
1.0,0.0,2.0,0.0,5.0,0.0,2.5,5.0,0.0,0.0
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.54,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,0.0,0.0
1.0,1.0,4.0,0.0,1.0,0.0,0.25,5.0,0.0,0.0
1.0,1.0,4.0,0.0,1.0,0.0,0.25,4.86,0.0,0.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0
1.0,0.0,4.0,1.0,2.0,0.0,0.5,4.03,0.0,0.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.89,0.0,0.0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.73,0.0,1.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,5.0,1.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.35,0.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.96,0.0,1.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.33,0.0,1.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.89,0.0,0.0
1.0,0.0,6.0,1.0,2.0,0.0,0.3333333333333333,4.88,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.63,0.0,0.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,1.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.77,1.0,1.0
0.0,0.0,2.0,1.0,1.0,0.0,0.5,4.84,0.0,1.0
1.0,1.0,3.0,0.0,2.0,0.0,0.6666666666666666,5.0,0.0,0.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,3.75,0.0,1.0
1.0,0.0,5.0,0.0,1.0,0.0,0.2,4.55,0.0,0.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.67,1.0,1.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.67,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.65,0.0,1.0
1.0,0.0,4.0,0.0,2.0,0.0,0.5,4.95,0.0,0.0
1.0,0.0,5.0,0.0,2.0,0.0,0.4,5.0,0.0,0.0
1.0,0.0,4.0,0.0,2.0,0.0,0.5,5.0,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.29,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.43,0.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.84,0.0,1.0
1.0,1.0,5.0,0.0,2.0,0.0,0.4,4.76,0.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.54,0.0,1.0
1.0,1.0,4.0,0.0,1.0,0.0,0.25,3.0,0.0,0.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.88,0.0,1.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.08,0.0,1.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0
1.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.58,0.0,0.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.82,0.0,1.0
1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.7494104477611945,0.0,0.0
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.99,0.0,0.0
1.0,0.0,5.0,1.0,3.0,0.0,0.6,4.53,0.0,0.0
1.0,0.0,6.0,1.0,2.0,0.0,0.3333333333333333,4.7494104477611945,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.7,0.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.7494104477611945,0.0,1.0
1.0,0.0,4.0,0.0,2.0,0.0,0.5,5.0,1.0,0.0
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.88,0.0,0.0
1.0,1.0,1.0,0.0,5.0,0.0,5.0,4.92,0.0,0.0
1.0,0.0,6.0,1.0,3.0,0.0,0.5,5.0,1.0,0.0
1.0,0.0,5.0,1.0,2.0,0.0,0.4,4.38,0.0,0.0
1.0,0.0,2.0,0.0,5.0,0.0,2.5,4.5,0.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.84,0.0,1.0
1.0,1.0,5.0,1.0,2.0,0.0,0.4,4.55,0.0,0.0
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.66,0.0,0.0
1.0,0.0,7.0,1.0,3.0,0.0,0.42857142857142855,5.0,0.0,0.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.67,0.0,1.0
1.0,0.0,4.0,0.0,2.0,0.0,0.5,4.0,0.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.54,0.0,1.0
1.0,0.0,2.0,0.0,5.0,0.0,2.5,4.71,0.0,0.0
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.41,0.0,0.0
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,5.0,0.0,0.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.83,0.0,0.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.67,0.0,1.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0
1.0,0.0,7.0,1.0,5.0,0.0,0.7142857142857143,4.74,0.0,0.0
1.0,0.0,4.0,1.0,2.0,0.0,0.5,4.17,1.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.83,0.0,0.0
1.0,0.0,5.0,1.0,1.0,0.0,0.2,4.99,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.64,1.0,0.0
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.83,0.0,0.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.8,0.0,1.0
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.98,0.0,0.0
0.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0
1.0,1.0,4.0,0.0,1.0,0.0,0.25,5.0,0.0,0.0
1.0,1.0,2.0,0.0,2.0,0.0,1.0,4.7494104477611945,0.0,0.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.7494104477611945,0.0,0.0
0.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,5.0,0.0,1.0
1.0,0.0,7.0,1.0,3.0,0.0,0.42857142857142855,4.4,0.0,0.0
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.87,0.0,0.0
0.0,0.0,4.0,0.0,2.0,1.0,0.5,3.38,0.0,1.0
0.0,1.0,3.0,0.0,1.0,1.0,0.3333333333333333,4.74,0.0,1.0
1.0,0.0,5.0,0.0,2.0,0.0,0.4,4.52,0.0,0.0
1.0,1.0,4.0,0.0,1.0,0.0,0.25,4.0,0.0,0.0
1.0,0.0,4.0,0.0,2.0,0.0,0.5,4.67,0.0,0.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.5,0.0,1.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.7494104477611945,0.0,1.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.79,1.0,1.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.51,0.0,1.0
1.0,0.0,5.0,0.0,2.0,0.0,0.4,4.57,0.0,0.0
1.0,1.0,6.0,0.0,2.0,0.0,0.3333333333333333,4.79,0.0,0.0
0.0,1.0,2.0,0.0,1.0,1.0,0.5,4.7494104477611945,0.0,1.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.7494104477611945,0.0,1.0
1.0,1.0,4.0,0.0,2.0,0.0,0.5,4.33,0.0,0.0
1.0,0.0,1.0,1.0,1.0,0.0,1.0,4.59,0.0,0.0
0.0,0.0,3.0,0.0,1.0,1.0,0.3333333333333333,4.94,0.0,1.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,4.67,0.0,1.0
0.0,0.0,2.0,0.0,1.0,0.0,0.5,5.0,0.0,1.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.97,0.0,1.0
1.0,0.0,6.0,0.0,2.0,0.0,0.3333333333333333,4.5,0.0,0.0
1.0,1.0,4.0,0.0,1.0,0.0,0.25,4.57,0.0,0.0
1.0,1.0,4.0,0.0,1.0,0.0,0.25,5.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.86,0.0,1.0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.79,0.0,1.0
1.0,0.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.44,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.88,0.0,0.0
1.0,0.0,4.0,1.0,2.0,0.0,0.5,4.93,0.0,0.0
0.0,1.0,4.0,0.0,1.0,1.0,0.25,4.64,0.0,1.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.96,0.0,1.0
1.0,1.0,4.0,0.0,2.0,0.0,0.5,5.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.75,0.0,1.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.13,0.0,0.0
1.0,1.0,2.0,0.0,1.0,0.0,0.5,4.01,0.0,0.0
1.0,0.0,6.0,0.0,2.0,0.0,0.3333333333333333,4.6,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.63,0.0,0.0
0.0,0.0,2.0,0.0,1.0,1.0,0.5,4.47,0.0,1.0
0.0,1.0,4.0,0.0,1.0,1.0,0.25,4.9,0.0,1.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.5,0.0,1.0
1.0,1.0,4.0,0.0,1.0,0.0,0.25,4.69,0.0,0.0
0.0,0.0,4.0,0.0,1.0,0.0,0.25,4.7,0.0,1.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,4.7494104477611945,0.0,1.0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0
1.0,0.0,4.0,0.0,5.0,0.0,1.25,4.84,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.9,0.0,0.0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.7494104477611945,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.0,0.0,0.0
1.0,1.0,3.0,0.0,1.0,0.0,0.3333333333333333,4.95,0.0,0.0
1.0,0.0,2.0,0.0,1.0,0.0,0.5,4.89,0.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.77,0.0,1.0
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.91,0.0,0.0
1.0,0.0,2.0,1.0,1.0,0.0,0.5,5.0,0.0,0.0
1.0,0.0,5.0,1.0,3.0,0.0,0.6,5.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.82,0.0,1.0
1.0,0.0,4.0,0.0,1.0,0.0,0.25,4.42,0.0,0.0
1.0,0.0,2.0,0.0,5.0,0.0,2.5,5.0,0.0,0.0
0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0
1.0,1.0,3.0,0.0,5.0,0.0,1.6666666666666667,4.91,0.0,0.0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.96,0.0,1.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.63,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,5.0,0.0,0.0
1.0,1.0,2.0,0.0,5.0,0.0,2.5,4.89,0.0,0.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.8,0.0,1.0
1.0,1.0,4.0,0.0,5.0,0.0,1.25,4.83,0.0,0.0
1.0,1.0,4.0,0.0,1.0,0.0,0.25,4.71,1.0,0.0
0.0,1.0,2.0,0.0,1.0,0.0,0.5,4.87,0.0,1.0
1.0,0.0,5.0,0.0,2.0,0.0,0.4,4.72,0.0,0.0
